ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,AGE_YEARS,YEARS_EMPLOYED,IS_PENSIONER_NO_JOB
1006432,M,N,N,2,233400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3.0,1,21,6,0
1006433,F,N,Y,1,224700.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Other,3.0,0,59,12,0
1006434,F,N,Y,0,154300.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Cooking staff,2.0,0,55,6,0
1006435,M,N,Y,0,27000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,1,Cooking staff,2.0,1,51,0,1
1006436,F,Y,N,0,197800.0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,1,0,1,0,High skill tech staff,1.0,0,63,24,0
1006437,M,N,Y,1,113300.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,Security staff,3.0,0,48,17,0
1006438,F,Y,N,2,169600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,3.0,0,56,21,0
1006439,F,Y,N,2,70100.0,Pensioner,Secondary / secondary special,Married,Rented apartment,1,1,1,0,Core staff,3.0,1,30,0,1
1006440,F,N,N,0,165800.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,0,Laborers,1.0,1,38,20,0
1006441,F,Y,Y,0,265900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,1.0,0,23,28,0
1006442,F,Y,Y,1,198500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Managers,2.0,1,59,7,0
1006443,F,N,N,3,255200.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Security staff,5.0,0,44,7,0
1006444,M,N,N,3,126400.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,5.0,0,68,20,0
1006445,M,Y,N,4,200700.0,Working,Secondary / secondary special,Separated,With parents,1,1,0,0,Drivers,6.0,1,45,5,0
1006446,F,N,Y,0,103400.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,1.0,0,42,39,0
1006447,F,Y,N,2,203100.0,State servant,Higher education,Separated,House / apartment,1,0,1,0,Other,4.0,0,48,28,0
1006448,F,N,Y,0,214400.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2.0,0,41,35,0
1006449,F,Y,N,0,82200.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2.0,1,26,1,0
1006450,M,Y,Y,1,118900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Other,3.0,0,64,0,1
1006451,M,N,Y,0,163800.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,2.0,0,21,0,1
1006452,F,N,N,0,236600.0,Working,Academic degree,Married,House / apartment,1,0,1,0,Cleaning staff,2.0,0,54,3,0
1006453,M,N,Y,0,235800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2.0,0,50,34,0
1006454,F,N,N,0,171500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Managers,2.0,1,56,36,0
1006455,F,N,Y,0,119600.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,65,9,0
1006456,F,N,N,1,190300.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,3.0,0,62,0,1
1006457,F,Y,Y,0,183400.0,Working,Lower secondary,Single / not married,With parents,1,0,1,0,Cleaning staff,1.0,1,33,18,0
1006458,F,N,Y,1,167500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Other,3.0,0,58,5,0
1006459,F,N,Y,1,125200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Managers,3.0,0,50,0,1
1006460,M,Y,N,0,180300.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,49,0,1
1006461,F,Y,N,2,177800.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,4.0,0,28,1,0
1006462,F,Y,Y,0,221000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Drivers,2.0,0,41,6,0
1006463,M,N,Y,2,272300.0,Pensioner,Higher education,Civil marriage,Office apartment,1,0,1,0,Other,3.0,0,37,0,1
1006464,F,N,Y,3,269800.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Medicine staff,4.0,0,39,15,0
1006465,F,N,N,2,219400.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4.0,0,26,2,0
1006466,M,Y,N,0,215600.0,Working,Higher education,Separated,Municipal apartment,1,0,0,0,Security staff,2.0,0,63,15,0
1006467,F,Y,N,1,109000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,3.0,1,33,0,1
1006468,F,N,Y,0,183200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,46,15,0
1006469,F,N,Y,3,137400.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,1,0,1,0,Managers,5.0,1,53,0,1
1006470,M,N,Y,0,80800.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,1.0,1,41,0,1
1006471,F,N,N,1,184100.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,1,29,27,0
1006472,F,N,Y,0,157300.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Cooking staff,2.0,1,29,23,0
1006473,F,N,Y,2,230800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,3.0,0,55,22,0
1006474,M,N,N,1,195200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Security staff,3.0,0,58,1,0
1006475,M,Y,N,0,177400.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Managers,1.0,1,36,18,0
1006476,F,N,Y,0,172900.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Cooking staff,2.0,1,54,27,0
1006477,F,N,Y,2,261300.0,Working,Higher education,Married,House / apartment,1,1,1,1,Laborers,4.0,0,61,27,0
1006478,M,N,N,3,133900.0,Working,Secondary / secondary special,Married,With parents,1,0,1,0,Core staff,5.0,1,22,37,0
1006479,M,Y,N,0,170300.0,Commercial associate,Higher education,Married,Municipal apartment,1,0,0,0,Other,2.0,0,40,4,0
1006480,F,N,Y,1,230300.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,1,0,Other,3.0,0,27,22,0
1006481,F,Y,Y,0,191200.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Security staff,2.0,1,54,39,0
1006482,F,N,Y,0,198100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Drivers,2.0,0,64,26,0
1006483,F,N,N,0,182200.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2.0,1,45,10,0
1006484,F,N,Y,1,112600.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2.0,1,25,0,1
1006485,F,Y,Y,0,216400.0,Working,Higher education,Married,House / apartment,1,0,0,0,Other,2.0,0,40,17,0
1006486,M,N,Y,2,292000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Other,4.0,1,51,23,0
1006487,F,Y,N,0,205700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Cleaning staff,1.0,0,25,2,0
1006488,M,N,Y,1,213700.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Other,3.0,0,45,39,0
1006489,F,Y,Y,0,203600.0,Pensioner,Higher education,Married,With parents,1,0,1,0,Accountants,2.0,0,33,0,1
1006490,M,Y,Y,1,250800.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2.0,0,41,1,0
1006491,F,N,N,0,243500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,2.0,1,53,0,1
1006492,F,Y,N,0,217500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1.0,0,52,11,0
1006493,M,N,N,0,155900.0,Working,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0,44,26,0
1006494,F,Y,Y,1,200000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,0,22,29,0
1006495,M,N,Y,1,271700.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,3.0,0,64,1,0
1006496,F,Y,Y,0,130800.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Medicine staff,2.0,0,41,26,0
1006497,F,N,N,0,296200.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,0,57,28,0
1006498,M,N,N,0,229500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,21,37,0
1006499,F,N,Y,0,202100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,2.0,0,21,5,0
1006500,F,Y,Y,0,159800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,1.0,0,41,11,0
1006501,M,N,Y,0,142800.0,State servant,Incomplete higher,Married,Co-op apartment,1,0,0,0,Laborers,2.0,0,51,32,0
1006502,F,N,N,0,251100.0,State servant,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Sales staff,1.0,0,55,18,0
1006503,F,Y,Y,0,129100.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,1.0,0,21,38,0
1006504,F,N,Y,0,374100.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0,48,35,0
1006505,M,N,Y,1,284100.0,State servant,Higher education,Civil marriage,House / apartment,1,0,0,0,Cleaning staff,3.0,0,67,15,0
1006506,F,N,Y,2,207700.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Security staff,3.0,1,65,0,1
1006507,M,Y,Y,1,206900.0,State servant,Secondary / secondary special,Civil marriage,With parents,1,0,0,0,Security staff,2.0,0,45,28,0
1006508,F,N,N,0,132200.0,Commercial associate,Incomplete higher,Widow,House / apartment,1,0,1,1,High skill tech staff,1.0,0,44,14,0
1006509,F,N,N,0,194600.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,47,36,0
1006510,F,N,Y,0,28100.0,Pensioner,Lower secondary,Single / not married,House / apartment,1,0,1,0,Drivers,2.0,1,21,0,1
1006511,M,N,Y,1,106100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,3.0,0,37,18,0
1006512,M,N,N,2,108900.0,State servant,Higher education,Civil marriage,Office apartment,1,0,0,0,High skill tech staff,4.0,0,51,27,0
1006513,F,Y,N,1,185500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,3.0,0,36,31,0
1006514,M,Y,N,3,189000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4.0,1,45,23,0
1006515,F,N,N,0,116500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,1.0,1,56,0,1
1006516,F,N,N,0,235200.0,Working,Higher education,Married,House / apartment,1,0,0,0,Cleaning staff,1.0,0,34,34,0
1006517,F,N,N,0,267200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,42,37,0
1006518,M,N,Y,0,64000.0,Pensioner,Higher education,Separated,Rented apartment,1,0,0,0,High skill tech staff,2.0,1,60,0,1
1006519,M,Y,Y,0,319700.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Cooking staff,2.0,0,24,6,0
1006520,F,Y,Y,3,137600.0,Pensioner,Incomplete higher,Married,House / apartment,1,0,0,0,Cleaning staff,5.0,0,26,0,1
1006521,F,Y,N,0,147300.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,47,0,0
1006522,M,N,N,3,198100.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,0,Medicine staff,5.0,1,28,37,0
1006523,M,Y,N,2,248200.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Cooking staff,4.0,0,24,31,0
1006524,M,N,Y,1,261500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2.0,0,58,1,0
1006525,F,N,Y,2,117500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Medicine staff,3.0,1,53,0,1
1006526,M,Y,N,0,89900.0,Working,Secondary / secondary special,Separated,With parents,1,1,0,0,Drivers,1.0,1,35,35,0
1006527,M,Y,N,2,124000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Sales staff,4.0,0,39,39,0
1006528,F,N,N,1,179900.0,Pensioner,Incomplete higher,Single / not married,Office apartment,1,1,0,0,Laborers,3.0,0,63,0,1
1006529,M,Y,Y,1,215600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3.0,0,21,32,0
1006530,M,N,N,1,256500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,1,Laborers,3.0,0,51,0,1
1006531,F,N,N,2,80600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,4.0,1,38,30,0
1006532,F,Y,N,3,212500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5.0,0,49,38,0
1006533,M,N,N,0,240700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,Managers,1.0,0,66,17,0
1006534,F,Y,N,0,241700.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,2.0,0,43,13,0
1006535,M,Y,Y,0,168300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,1,50,25,0
1006536,M,Y,Y,2,108600.0,Pensioner,Secondary / secondary special,Married,With parents,1,0,0,0,Managers,4.0,0,23,0,1
1006537,F,N,Y,0,198600.0,Commercial associate,Higher education,Married,Co-op apartment,1,1,0,0,Cooking staff,2.0,0,50,13,0
1006538,F,N,Y,1,197700.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,0,0,High skill tech staff,3.0,0,26,16,0
1006539,F,Y,N,0,213900.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Laborers,2.0,0,61,0,1
1006540,F,N,N,2,92300.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Core staff,4.0,1,27,2,0
1006541,M,N,Y,2,153900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Security staff,4.0,0,51,2,0
1006542,F,N,N,0,235500.0,Pensioner,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,2.0,1,51,0,1
1006543,F,N,N,0,89700.0,Commercial associate,Incomplete higher,Married,With parents,1,1,1,0,Drivers,1.0,0,46,18,0
1006544,M,N,Y,2,161200.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,4.0,1,54,0,1
1006545,F,N,N,0,27000.0,State servant,Lower secondary,Single / not married,House / apartment,1,0,0,0,Managers,2.0,0,64,4,0
1006546,M,Y,Y,0,146400.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Laborers,2.0,0,62,17,0
1006547,F,N,N,3,156100.0,Working,Higher education,Widow,House / apartment,1,1,0,0,Managers,4.0,0,22,23,0
1006548,F,Y,N,1,258900.0,Working,Incomplete higher,Married,House / apartment,1,1,0,0,Medicine staff,3.0,0,42,4,0
1006549,M,N,Y,3,48400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Cleaning staff,5.0,1,58,0,1
1006550,F,N,Y,0,102300.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cleaning staff,2.0,1,39,6,0
1006551,M,Y,N,1,118200.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cleaning staff,2.0,0,65,4,0
1006552,F,Y,N,3,142900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5.0,0,45,37,0
1006553,M,N,Y,1,149600.0,Commercial associate,Lower secondary,Married,House / apartment,1,0,0,1,Accountants,2.0,0,22,29,0
1006554,M,N,N,2,138500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,High skill tech staff,4.0,0,28,33,0
1006555,M,N,N,2,239800.0,Working,Higher education,Married,House / apartment,1,0,1,0,Sales staff,4.0,0,64,15,0
1006556,F,N,Y,0,103100.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Cooking staff,2.0,0,33,4,0
1006557,M,Y,Y,0,300900.0,Commercial associate,Academic degree,Civil marriage,With parents,1,0,0,0,Cleaning staff,1.0,0,22,18,0
1006558,F,Y,Y,1,166500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,3.0,0,50,1,0
1006559,M,N,Y,2,32600.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Sales staff,4.0,1,31,19,0
1006560,F,N,Y,2,168500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,3.0,0,36,3,0
1006561,M,N,N,0,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,1.0,1,65,37,0
1006562,M,Y,N,1,112800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cleaning staff,3.0,1,36,24,0
1006563,F,Y,Y,1,225700.0,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,1,25,17,0
1006564,F,N,Y,0,135900.0,Pensioner,Higher education,Married,House / apartment,1,1,0,0,Cooking staff,1.0,0,53,0,1
1006565,F,N,Y,1,138900.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,0,Medicine staff,3.0,1,25,4,0
1006566,F,N,N,4,221700.0,Working,Secondary / secondary special,Married,Office apartment,1,1,0,1,Drivers,6.0,0,51,0,0
1006567,F,Y,N,0,224700.0,Working,Incomplete higher,Married,House / apartment,1,1,0,0,Medicine staff,2.0,1,59,24,0
1006568,F,N,N,0,49000.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,1,1,0,0,Laborers,2.0,1,69,0,1
1006569,F,N,Y,0,150700.0,Student,Higher education,Married,House / apartment,1,1,0,0,Security staff,2.0,1,68,14,0
1006570,F,N,N,0,229300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,68,14,0
1006571,F,N,N,1,54800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cooking staff,2.0,0,68,0,1
1006572,F,N,Y,2,115900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,3.0,1,56,24,0
1006573,F,N,Y,1,159000.0,Working,Lower secondary,Married,With parents,1,0,1,0,Managers,2.0,1,22,19,0
1006574,F,N,Y,2,177500.0,Working,Higher education,Widow,Municipal apartment,1,1,0,0,Sales staff,3.0,0,53,12,0
1006575,F,N,N,1,143000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,0,1,Cleaning staff,3.0,0,55,15,0
1006576,F,N,Y,0,160500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Drivers,2.0,0,57,11,0
1006577,F,Y,Y,0,162700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,1.0,1,21,26,0
1006578,F,N,Y,0,194200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,2.0,0,69,6,0
1006579,F,Y,Y,0,185700.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Other,1.0,0,55,13,0
1006580,F,Y,N,0,300500.0,Commercial associate,Lower secondary,Married,Rented apartment,1,0,0,0,High skill tech staff,2.0,0,29,24,0
1006581,F,N,Y,1,223100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Accountants,3.0,1,65,37,0
1006582,F,Y,Y,0,174400.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Accountants,2.0,0,50,13,0
1006583,M,N,N,0,294700.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,0,1,0,Cooking staff,1.0,0,32,2,0
1006584,F,N,N,0,117500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2.0,0,39,27,0
1006585,M,Y,Y,4,264400.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Core staff,5.0,0,40,0,1
1006586,M,Y,Y,0,308800.0,Pensioner,Secondary / secondary special,Married,With parents,1,0,1,0,Medicine staff,1.0,0,23,0,1
1006587,F,Y,Y,2,280400.0,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,4.0,0,30,14,0
1006588,F,Y,Y,0,169100.0,State servant,Lower secondary,Civil marriage,House / apartment,1,0,0,0,Accountants,2.0,1,63,3,0
